object_id,name,location_label,location_name,type,accession,negative_number,upload_fname
6627,Roman Lamp,,Private Houses.,,1932.1378,1932'1381~01,"Dura-Europos archival photograph, YUAG negative number 1932'1381~01 -object-id-6627.jpg"
7596,Small Octagonal Altar,,Private Houses.,,1938.3143,1938'318~01,"Dura-Europos archival photograph, YUAG negative number 1938'318~01 -object-id-7596.jpg"
7613,Bone Ornaments,,Private Houses.,,1935.89,1938'1012~01,"Dura-Europos archival photograph, YUAG negative number 1938'1012~01 -object-id-7613.jpg"
7625,Small palette,,Private Houses.,,1932.1615,1933'390~01,"Dura-Europos archival photograph, YUAG negative number 1933'390~01 -object-id-7625.jpg"
7627,Incense Stand in Animal Form,,Private Houses.,,1931.590j,1932'1266~01,"Dura-Europos archival photograph, YUAG negative number 1932'1266~01 -object-id-7627.jpg"
8048,Stone Button,,Private Houses.,,1938.4155,1938'4156~01,"Dura-Europos archival photograph, YUAG negative number 1938'4156~01 -object-id-8048.jpg"
8052,Stone Button,,Private Houses.,,1938.4149,1938'4151~01,"Dura-Europos archival photograph, YUAG negative number 1938'4151~01 -object-id-8052.jpg"
8057,Stone Button,,Private Houses.,,1938.4142,1938'4143~01,"Dura-Europos archival photograph, YUAG negative number 1938'4143~01 -object-id-8057.jpg"
9164,Figurine,,Private houses.,,1935.56,1935'57~01,"Dura-Europos archival photograph, YUAG negative number 1935'57~01 -object-id-9164.jpg"
9165,Figurine,,Private Houses.,,1933.475b,1935'56~01,"Dura-Europos archival photograph, YUAG negative number 1935'56~01 -object-id-9165.jpg"
11911,Glass Vase Fragment,,Private Houses.,,1929.388s,1932'1247~01,"Dura-Europos archival photograph, YUAG negative number 1932'1247~01 -object-id-11911.jpg"
4847,Bronze Object Key,,Private Houses.  Roman Bath,,1938.3374,1938'3672~01,"Dura-Europos archival photograph, YUAG negative number 1938'3672~01 -object-id-4847.tif"
1340,Bronze Bracelet,,Private Houses.  Roman Bath,,1938.2551,1938'2552~01,"Dura-Europos archival photograph, YUAG negative number 1938'2552~01 -object-id-1340.jpg"
1390,Bronze Bracelet,,Private Houses.  Roman Bath,,1938.2291,1938'2292~01,"Dura-Europos archival photograph, YUAG negative number 1938'2292~01 -object-id-1390.jpg"
1974,Bronze Bracelet,,Private Houses.  Roman Bath,,1938.2314,1938'2409~01,"Dura-Europos archival photograph, YUAG negative number 1938'2409~01 -object-id-1974.jpg"
7042,Bronze Double Button (Type 2),,Private Houses.  Roman Bath,,1938.3633,1938'3634~01,"Dura-Europos archival photograph, YUAG negative number 1938'3634~01 -object-id-7042.jpg"
7263,Two Bronze Key Rings,,Private Houses.  Roman Bath,,1932.1534,1933'628b~01,"Dura-Europos archival photograph, YUAG negative number 1933'628b~01 -object-id-7263.jpg"
8648,Bronze Shoe Fastening,,Private Houses.  Roman Bath,,1938.2426,1938'2431~01,"Dura-Europos archival photograph, YUAG negative number 1938'2431~01 -object-id-8648.jpg"
13964,Bronze Plate,,Private Houses.  Roman Bath,,1938.3412,1938'3418~01,"Dura-Europos archival photograph, YUAG negative number 1938'3418~01 -object-id-13964.jpg"
672,Bronze Lock Fastening Catch,,Private Houses.  shops,,1938.2285,1938'2446a~01,"Dura-Europos archival photograph, YUAG negative number 1938'2446a~01 -object-id-672.tif"
8929,Bronze Handle,,Private Houses.  shops,,1938.228,1938'2283~01,"Dura-Europos archival photograph, YUAG negative number 1938'2283~01 -object-id-8929.tif"
565,Twisted Bronze Bracelet Fragment,,Private Houses.  shops,,1932.1490.1,1932'1576a~01,"Dura-Europos archival photograph, YUAG negative number 1932'1576a~01 -object-id-565.jpg"
658,Pierced Bronze Decoration,,Private Houses.  shops,,1938.3106,1938'3119~01,"Dura-Europos archival photograph, YUAG negative number 1938'3119~01 -object-id-658.jpg"
690,Bronze Stud,,Private Houses.  shops,,1938.3517,1938'3519~01,"Dura-Europos archival photograph, YUAG negative number 1938'3519~01 -object-id-690.jpg"
940,Bronze Object,,Private Houses.  shops,,1938.3639,1938'3651~01,"Dura-Europos archival photograph, YUAG negative number 1938'3651~01 -object-id-940.jpg"
1009,Bronze Stud,,Private Houses.  shops,,1938.3522,1938'3527~01,"Dura-Europos archival photograph, YUAG negative number 1938'3527~01 -object-id-1009.jpg"
1112,Bronze Chain,,Private Houses.  shops,,1938.3466,1938'3484~01,"Dura-Europos archival photograph, YUAG negative number 1938'3484~01 -object-id-1112.jpg"
1176,Bronze Cover,,Private Houses.  shops,,1938.3439,1938'3451~01,"Dura-Europos archival photograph, YUAG negative number 1938'3451~01 -object-id-1176.jpg"
1232,Bronze Hook,,Private Houses.  shops,,1938.3259,1938'3262~01,"Dura-Europos archival photograph, YUAG negative number 1938'3262~01 -object-id-1232.jpg"
1248,Bronze Instrument,,Private Houses.  shops,,1932.1579,1932'1583~01,"Dura-Europos archival photograph, YUAG negative number 1932'1583~01 -object-id-1248.jpg"
1255,Bronze Cover,,Private Houses.  shops,,1938.3521,1938'3522~01,"Dura-Europos archival photograph, YUAG negative number 1938'3522~01 -object-id-1255.jpg"
1271,Bronze Scale,,Private Houses.  shops,,1938.2572,1938'2976~01,"Dura-Europos archival photograph, YUAG negative number 1938'2976~01 -object-id-1271.jpg"
1309,Bronze Needle,,Private Houses.  shops,,1938.3129,1932'1490'1~01,"Dura-Europos archival photograph, YUAG negative number 1932'1490'1~01 -object-id-1309.jpg"
1310,Bronze Bit,,Private Houses.  shops,,1938.3039,1938'3046~01,"Dura-Europos archival photograph, YUAG negative number 1938'3046~01 -object-id-1310.jpg"
1312,Decorated Bronze Ornament,,Private Houses.  shops,,1932.1576a,1932'1598~01,"Dura-Europos archival photograph, YUAG negative number 1932'1598~01 -object-id-1312.jpg"
1369,Rectangular Bronze Link,,Private Houses.  shops,,1932.1604,1932'1630~01,"Dura-Europos archival photograph, YUAG negative number 1932'1630~01 -object-id-1369.jpg"
1392,Bronze Needle,,Private Houses.  shops,,1932.1598,1932'1675~01,"Dura-Europos archival photograph, YUAG negative number 1932'1675~01 -object-id-1392.jpg"
1396,Bronze Plates,,Private Houses.  shops,,1938.4493,1932'1658~01,"Dura-Europos archival photograph, YUAG negative number 1932'1658~01 -object-id-1396.jpg"
1397,Bronze Cramp,,Private Houses.  shops,,1938.329,1938'3293~01,"Dura-Europos archival photograph, YUAG negative number 1938'3293~01 -object-id-1397.jpg"
1414,Bronze Bracelet (Earring?),,Private Houses.  shops,,1938.2306,1938'2314~01,"Dura-Europos archival photograph, YUAG negative number 1938'2314~01 -object-id-1414.jpg"
1457,Bronze Handle (?),,Private Houses.  shops,,1932.1618,1932'1671~01,"Dura-Europos archival photograph, YUAG negative number 1932'1671~01 -object-id-1457.jpg"
1490,Bronze Scabbard Clip,,Private Houses.  shops,,1938.2155,1938'2269~01,"Dura-Europos archival photograph, YUAG negative number 1938'2269~01 -object-id-1490.jpg"
1507,Bronze Leaf,,Private Houses.  shops,,1938.1976.2,1938'2224~01,"Dura-Europos archival photograph, YUAG negative number 1938'2224~01 -object-id-1507.jpg"
1851,Bronze Gazelle,,Private Houses.  shops,,1938.2188,1938'2189~01,"Dura-Europos archival photograph, YUAG negative number 1938'2189~01 -object-id-1851.jpg"
1522,Bronze Chain,,Private Houses.  shops,,1938.2184,1938'2312~01,"Dura-Europos archival photograph, YUAG negative number 1938'2312~01 -object-id-1522.jpg"
1623,Bronze Stud,,Private Houses.  shops,,1938.359,1938'3593~01,"Dura-Europos archival photograph, YUAG negative number 1938'3593~01 -object-id-1623.jpg"
1649,Instrument Handle,,Private Houses.  shops,,1932.1589,1932'1617~01,"Dura-Europos archival photograph, YUAG negative number 1932'1617~01 -object-id-1649.jpg"
1657,Brittle Ware Bottle or Jug,,Private Houses.  shops,,1938.5904,1938'5908~01,"Dura-Europos archival photograph, YUAG negative number 1938'5908~01 -object-id-1657.jpg"
1658,Brittle Ware Jug,,Private Houses.  shops,,1938.5889,1938'5904~01,"Dura-Europos archival photograph, YUAG negative number 1938'5904~01 -object-id-1658.jpg"
1741,Bronze Instrument,,Private Houses.  shops,,1932.1567,1932'1589~01,"Dura-Europos archival photograph, YUAG negative number 1932'1589~01 -object-id-1741.jpg"
1777,Small Bronze Bell,,Private Houses.  shops,,1932.1497,1932'1499~01,"Dura-Europos archival photograph, YUAG negative number 1932'1499~01 -object-id-1777.jpg"
1811,Bronze Earring,,Private Houses.  shops,,1938.2516,1938'3039~01,"Dura-Europos archival photograph, YUAG negative number 1938'3039~01 -object-id-1811.jpg"
1998,Two Bronze Rings,,Private Houses.  shops,,1932.1468d,1932'1476a~01,"Dura-Europos archival photograph, YUAG negative number 1932'1476a~01 -object-id-1998.jpg"
4565,Bronze Object,,Private Houses.  shops,,1938.3595,1938'3596~01,"Dura-Europos archival photograph, YUAG negative number 1938'3596~01 -object-id-4565.jpg"
6929,Decorated Bronze Stern with Loop,,Private Houses.  shops,,1938.3264,1938'3269~01,"Dura-Europos archival photograph, YUAG negative number 1938'3269~01 -object-id-6929.jpg"
6950,Large Solid Bronze Disc,,Private Houses.  shops,,1932.1398,1932'1653~01,"Dura-Europos archival photograph, YUAG negative number 1932'1653~01 -object-id-6950.jpg"
6986,Bronze Shoe Fastening or Pendant,,Private Houses.  shops,,1938.3085,1938'3100~01,"Dura-Europos archival photograph, YUAG negative number 1938'3100~01 -object-id-6986.jpg"
7125,Bronze Lock Fastening Catch,,Private Houses.  shops,,1938.2453,1938'2457~01,"Dura-Europos archival photograph, YUAG negative number 1938'2457~01 -object-id-7125.jpg"
7171,Bronze Handle (door knob),,Private Houses.  shops,,1938.2283,1938'2285~01,"Dura-Europos archival photograph, YUAG negative number 1938'2285~01 -object-id-7171.jpg"
8494,Bronze Cramp - 4,,Private Houses.  shops,,1938.3293,1938'3294~01,"Dura-Europos archival photograph, YUAG negative number 1938'3294~01 -object-id-8494.jpg"
8533,Bronze Lock Fastening Catch,,Private Houses.  shops,,1938.2445,1938'2446b~01,"Dura-Europos archival photograph, YUAG negative number 1938'2446b~01 -object-id-8533.jpg"
8534,Bronze Handle for Blade,,Private Houses.  shops,,1938.2557,1938'2572~01,"Dura-Europos archival photograph, YUAG negative number 1938'2572~01 -object-id-8534.jpg"
8601,Bronze Shoe Fastening,,Private Houses.  shops,,1938.2455,1938'2471~01,"Dura-Europos archival photograph, YUAG negative number 1938'2471~01 -object-id-8601.jpg"
8616,Pierced Bronze,,Private Houses.  shops,,1938.2089,1938'2099~01,"Dura-Europos archival photograph, YUAG negative number 1938'2099~01 -object-id-8616.jpg"
8665,Bronze Socketed Tip,,Private Houses.  shops,,1938.3045,1938'3264~01,"Dura-Europos archival photograph, YUAG negative number 1938'3264~01 -object-id-8665.jpg"
8701,Hasp with Dog's Head,,Private Houses.  shops,,1932.1583,1932'1618~01,"Dura-Europos archival photograph, YUAG negative number 1932'1618~01 -object-id-8701.jpg"
9051,Cup,,Private Houses.  shops,,1932.1318,1932'1320~01,"Dura-Europos archival photograph, YUAG negative number 1932'1320~01 -object-id-9051.jpg"
8956,Bronze Leg (Foot),,Private Houses.  shops,,1938.2237,1938'2246~01,"Dura-Europos archival photograph, YUAG negative number 1938'2246~01 -object-id-8956.jpg"
9015,Miniature Jugs,,Private Houses.  shops,,1938.5958,1938'5960~01,"Dura-Europos archival photograph, YUAG negative number 1938'5960~01 -object-id-9015.jpg"
9019,Stand,,Private Houses.  shops,,1938.5898,1938'5939~01,"Dura-Europos archival photograph, YUAG negative number 1938'5939~01 -object-id-9019.jpg"
9048,Small Commonware Pitcher,,Private Houses.  shops,,1932.1341,1932'1345~01,"Dura-Europos archival photograph, YUAG negative number 1932'1345~01 -object-id-9048.jpg"
9050,Commonware Bowl,,Private Houses.  shops,,1932.132,1932'1325~01,"Dura-Europos archival photograph, YUAG negative number 1932'1325~01 -object-id-9050.jpg"
9810,Tiny Bronze Bell,,Private Houses.  shops,,1932.1496,1932'1497~01,"Dura-Europos archival photograph, YUAG negative number 1932'1497~01 -object-id-9810.jpg"
10843,Bronze Disc,,Private Houses.  shops,,1938.3232,1938'3260~01,"Dura-Europos archival photograph, YUAG negative number 1938'3260~01 -object-id-10843.jpg"
13331,Bronze Cramp,,Private Houses.  shops,,1938.3287,1938'3290~01,"Dura-Europos archival photograph, YUAG negative number 1938'3290~01 -object-id-13331.jpg"
13937,Bronze Instrument,,Private Houses.  shops,,1932.1546,1932'1562a~01,"Dura-Europos archival photograph, YUAG negative number 1932'1562a~01 -object-id-13937.jpg"
13938,Bronze Fibula,,Private Houses.  shops,,1938.198,1938'1981~01,"Dura-Europos archival photograph, YUAG negative number 1938'1981~01 -object-id-13938.jpg"
14161,Bronze Spoon,,Private Houses.  shops,,1938.3126,1938'4783~01,"Dura-Europos archival photograph, YUAG negative number 1938'4783~01 -object-id-14161.jpg"
9102,Funerary Statue of Palmyrene Girl,,Private Houses. 1 House C room 22,,1931.587,1932'1214~01,"Dura-Europos archival photograph, YUAG negative number 1932'1214~01 -object-id-9102.jpg"
780,Miniature Jugs,,Private Houses. Barracks,,1938.5962,1938'5963~01,"Dura-Europos archival photograph, YUAG negative number 1938'5963~01 -object-id-780.jpg"
6611,Commonware Lamp,,Private Houses. Barracks,,1938.4685,1938'4686~01,"Dura-Europos archival photograph, YUAG negative number 1938'4686~01 -object-id-6611.jpg"
6719,Glass Bead,,Private Houses. Barracks,,1938.4419,1938'4420~01,"Dura-Europos archival photograph, YUAG negative number 1938'4420~01 -object-id-6719.jpg"
8049,Stone Button,,Private Houses. Barracks,,1938.4154,1938'4155~01,"Dura-Europos archival photograph, YUAG negative number 1938'4155~01 -object-id-8049.jpg"
6352,Clay Figurine,,Private Houses. Barracks.,,1938.4924,1938'4925~01,"Dura-Europos archival photograph, YUAG negative number 1938'4925~01 -object-id-6352.jpg"
6418,Clay Figurine,,Private Houses. Barracks.,,1938.491,1938'4911~01,"Dura-Europos archival photograph, YUAG negative number 1938'4911~01 -object-id-6418.jpg"
6603,Commonware Lamp,,Private Houses. Barracks.,,1938.471,1938'4711~01,"Dura-Europos archival photograph, YUAG negative number 1938'4711~01 -object-id-6603.jpg"
8368,Plaster bead,,Private Houses. Barracks.,,1938.4401,1938'4440~01,"Dura-Europos archival photograph, YUAG negative number 1938'4440~01 -object-id-8368.jpg"
583,(Type 1) Bronze Buckle,,Private Houses. Roman Bath,,1938.2986,1938'2989~01,"Dura-Europos archival photograph, YUAG negative number 1938'2989~01 -object-id-583.jpg"
859,One-Handled Pitcher,,Private Houses. Roman Bath,,1933.346,1933'347~01,"Dura-Europos archival photograph, YUAG negative number 1933'347~01 -object-id-859.jpg"
6731,Glass Bead,,Private Houses. Roman Bath,,1938.4406,1938'4407~01,"Dura-Europos archival photograph, YUAG negative number 1938'4407~01 -object-id-6731.jpg"
613,Solid Bronze Geometric Pendants,,Private Houses. Roman Bath.,,1938.5999.317,1933'639a~01,"Dura-Europos archival photograph, YUAG negative number 1933'639a~01 -object-id-613.jpg"
6297,Clay Disc-Wheel,,Private Houses. Roman Bath.,,1938.4321,1938'4325~01,"Dura-Europos archival photograph, YUAG negative number 1938'4325~01 -object-id-6297.jpg"
6621,Green Glazed Lamp,,Private Houses. Roman Bath.,,1938.4237,1938'4638~01,"Dura-Europos archival photograph, YUAG negative number 1938'4638~01 -object-id-6621.jpg"
8054,Stone Button,,Private Houses. Roman Bath.,,1938.4146,1938'4147~01,"Dura-Europos archival photograph, YUAG negative number 1938'4147~01 -object-id-8054.jpg"
8134,Bottom of Bottle,,Private Houses. Roman Bath.,,1933.555,1933'563~01,"Dura-Europos archival photograph, YUAG negative number 1933'563~01 -object-id-8134.jpg"
14994,Iron Tacks,,Private Houses. Shop,,1934.454,1934'454~04,"Dura-Europos archival photograph, YUAG negative number 1934'454~04 -object-id-14994.jpg"
1323,Bronze Link Armor with Cloth Remnants,,Private Houses. Shops,,1982.28.26,1932'1403~01,"Dura-Europos archival photograph, YUAG negative number 1932'1403~01 -object-id-1323.tif"
3974,Bronze Link Armor with Cloth Remnants,,Private Houses. Shops,,1932.1403,1932'1403~03,"Dura-Europos archival photograph, YUAG negative number 1932'1403~03 -object-id-3974.tif"
11027,Bronze Link Armor with Cloth Remnants,,Private Houses. Shops,,1932.1403,1932'1403~02,"Dura-Europos archival photograph, YUAG negative number 1932'1403~02 -object-id-11027.tif"
111,Roman Lamp,,Private Houses. Shops,,1932.1346,1932'1349~01,"Dura-Europos archival photograph, YUAG negative number 1932'1349~01 -object-id-111.jpg"
223,Bronze Scale mail Fragments with Cloth Backing,,Private Houses. Shops,,1934.464,1934'464~09,"Dura-Europos archival photograph, YUAG negative number 1934'464~09 -object-id-223.jpg"
573,(Type 4) Bronze Buckle,,Private Houses. Shops,,1938.2085,1938'2098~01,"Dura-Europos archival photograph, YUAG negative number 1938'2098~01 -object-id-573.jpg"
673,Bronze Disc with Stem,,Private Houses. Shops,,1938.2465,1938'3071~01,"Dura-Europos archival photograph, YUAG negative number 1938'3071~01 -object-id-673.jpg"
708,Bronze Locket,,Private Houses. shops,,1938.2112,1938'2114~01,"Dura-Europos archival photograph, YUAG negative number 1938'2114~01 -object-id-708.jpg"
761,Thymaterian,,Private Houses. Shops,,1935.31,1935'34~01,"Dura-Europos archival photograph, YUAG negative number 1935'34~01 -object-id-761.jpg"
773,Bowl,,Private Houses. Shops,,1938.597,1938'5980~01,"Dura-Europos archival photograph, YUAG negative number 1938'5980~01 -object-id-773.jpg"
781,Jug,,Private Houses. Shops,,1938.5961,1938'5962~01,"Dura-Europos archival photograph, YUAG negative number 1938'5962~01 -object-id-781.jpg"
782,Feeding Bottle,,Private Houses. Shops,,1938.5957,1938'5961~01,"Dura-Europos archival photograph, YUAG negative number 1938'5961~01 -object-id-782.jpg"
795,Juglet,,Private Houses. Shops,,1935.552,1938'4793~01,"Dura-Europos archival photograph, YUAG negative number 1938'4793~01 -object-id-795.jpg"
798,Small One-Handled Vase,,Private Houses. Shops,,1932.131,1932'1313~01,"Dura-Europos archival photograph, YUAG negative number 1932'1313~01 -object-id-798.jpg"
1030,Bronze Fibula,,Private Houses. Shops,,1938.2067,1938'2068~01,"Dura-Europos archival photograph, YUAG negative number 1938'2068~01 -object-id-1030.jpg"
1086,Bronze Harness Cruciform,,Private Houses. Shops,,1938.2245,1938'2465~01,"Dura-Europos archival photograph, YUAG negative number 1938'2465~01 -object-id-1086.jpg"
1816,Bronze Ring,,Private Houses. shops,,1938.2653,1938'2655~01,"Dura-Europos archival photograph, YUAG negative number 1938'2655~01 -object-id-1816.jpg"
1912,Small Five-Legged Bowl,,Private Houses. shops,,1931.518,1932'1326~01,"Dura-Europos archival photograph, YUAG negative number 1932'1326~01 -object-id-1912.jpg"
1999,Four Bronze Rings,,Private Houses. shops,,1931.604,1932'1468d~01,"Dura-Europos archival photograph, YUAG negative number 1932'1468d~01 -object-id-1999.jpg"
2010,Shallow Commonware Bowl,,Private Houses. shops,,1931.514,1932'1337~01,"Dura-Europos archival photograph, YUAG negative number 1932'1337~01 -object-id-2010.jpg"
2203,shallow commonware bowl,,private houses. shops,,1932.1334,1932'1338~01,"Dura-Europos archival photograph, YUAG negative number 1932'1338~01 -object-id-2203.jpg"
2205,commonware bowl,,private houses. shops,,1932.1331,1932'1332~01,"Dura-Europos archival photograph, YUAG negative number 1932'1332~01 -object-id-2205.jpg"
6567,Roman Lamp,,Private Houses. Shops,,1932.1353,1932'1357~01,"Dura-Europos archival photograph, YUAG negative number 1932'1357~01 -object-id-6567.jpg"
6605,Commonware Lamp,,Private Houses. Shops,,1938.4707,1938'4708~01,"Dura-Europos archival photograph, YUAG negative number 1938'4708~01 -object-id-6605.jpg"
6609,Commonware Lamp,,Private Houses. Shops,,1938.4695,1938'4696~01,"Dura-Europos archival photograph, YUAG negative number 1938'4696~01 -object-id-6609.jpg"
6612,Commonware Lamp,,Private Houses. Shops,,1938.4684,1938'4685~01,"Dura-Europos archival photograph, YUAG negative number 1938'4685~01 -object-id-6612.jpg"
6623,Bevelled Palette (?),,Private Houses. Shops,,1934.613,1934'634~01,"Dura-Europos archival photograph, YUAG negative number 1934'634~01 -object-id-6623.jpg"
6629,Roman Lamp,,Private Houses. Shops,,1932.1359,1932'1368~01,"Dura-Europos archival photograph, YUAG negative number 1932'1368~01 -object-id-6629.jpg"
6630,Roman Lamp,,Private Houses. Shops,,1932.1348,1932'1355~01,"Dura-Europos archival photograph, YUAG negative number 1932'1355~01 -object-id-6630.jpg"
6632,Roman Lamp,,Private Houses. Shops,,1932.1243,1932'1347~01,"Dura-Europos archival photograph, YUAG negative number 1932'1347~01 -object-id-6632.jpg"
6784,Iron Tacks,,Private Houses. Shops,,1934.454,1934'454~03,"Dura-Europos archival photograph, YUAG negative number 1934'454~03 -object-id-6784.jpg"
6786,Iron Tacks,,Private Houses. Shops,,1934.442b,1934'454~01,"Dura-Europos archival photograph, YUAG negative number 1934'454~01 -object-id-6786.jpg"
6949,Bronze Disc or Mirror,,Private Houses. Shops,,1938.3116,1938'3447~01,"Dura-Europos archival photograph, YUAG negative number 1938'3447~01 -object-id-6949.jpg"
7045,(Type 3a) Bronze Buckle,,Private Houses. Shops,,1938.2571,1938'2982~01,"Dura-Europos archival photograph, YUAG negative number 1938'2982~01 -object-id-7045.jpg"
8957,Bronze Object,,Private Houses. Shops,,1938.3487,1938'3489~01,"Dura-Europos archival photograph, YUAG negative number 1938'3489~01 -object-id-8957.jpg"
9012,Jug,,Private Houses. shops,,1938.5971,1938'5972~01,"Dura-Europos archival photograph, YUAG negative number 1938'5972~01 -object-id-9012.jpg"
9162,Plaque,,Private Houses. Shops,,1935.58,1935'59~01,"Dura-Europos archival photograph, YUAG negative number 1935'59~01 -object-id-9162.jpg"
9812,Bronze Hinge Lock,,Private Houses. Shops,,1938.2486,1938'2528~01,"Dura-Europos archival photograph, YUAG negative number 1938'2528~01 -object-id-9812.jpg"
13322,Bronze Scale Mail Fragments with Cloth Backing,,Private Houses. Shops,,1938.599,1934'464~01,"Dura-Europos archival photograph, YUAG negative number 1934'464~01 -object-id-13322.jpg"
13323,Bronze Scale Mail Fragments with Cloth Backing,,Private Houses. Shops,,1934.464,1934'464~08,"Dura-Europos archival photograph, YUAG negative number 1934'464~08 -object-id-13323.jpg"
13363,Bronze Scale Mail Fragments with Cloth Backing,,Private Houses. Shops,,1934.464,1934'464~07,"Dura-Europos archival photograph, YUAG negative number 1934'464~07 -object-id-13363.jpg"
13415,Bronze Scale mail Fragments with Cloth Backing,,Private Houses. Shops,,1934.464,1934'464~04,"Dura-Europos archival photograph, YUAG negative number 1934'464~04 -object-id-13415.jpg"
13945,Bronze Scale Mail Fragments with Cloth Backing,,Private Houses. Shops,,1934.464,1934'464~03,"Dura-Europos archival photograph, YUAG negative number 1934'464~03 -object-id-13945.jpg"
13961,Bronze Scale Mail Fragments with Cloth Backing,,Private Houses. Shops,,1934.464,1934'464~02,"Dura-Europos archival photograph, YUAG negative number 1934'464~02 -object-id-13961.jpg"
13972,Bronze Scale Mail Fragments with Cloth Backing,,Private Houses. Shops,,1934.464,1934'464~05,"Dura-Europos archival photograph, YUAG negative number 1934'464~05 -object-id-13972.jpg"
13973,Bronze Scale Mail Fragments with Cloth Backing,,Private Houses. Shops,,1934.464,1934'464~06,"Dura-Europos archival photograph, YUAG negative number 1934'464~06 -object-id-13973.jpg"
6276,Open Lamp (?),,Private Houses. Shops.,,1932.1241,1932'1242~01,"Dura-Europos archival photograph, YUAG negative number 1932'1242~01 -object-id-6276.jpg"
6277,Spool-Shaped Implement,,Private Houses. Shops.,,1932.1237,1932'1239~01,"Dura-Europos archival photograph, YUAG negative number 1932'1239~01 -object-id-6277.jpg"
6303,Stone Pendant,,Private Houses. Shops.,,1938.4202,1938'4227~01,"Dura-Europos archival photograph, YUAG negative number 1938'4227~01 -object-id-6303.jpg"
6308,Large inlaid bead,,Private Houses. Shops.,,1933.639a,1934'612~01,"Dura-Europos archival photograph, YUAG negative number 1934'612~01 -object-id-6308.jpg"
6347,Clay Figurine,,Private Houses. Shops.,,1938.4936,1938'4941~01,"Dura-Europos archival photograph, YUAG negative number 1938'4941~01 -object-id-6347.jpg"
6353,Clay Figurine People,,Private Houses. Shops.,,1938.4923,1938'4924~01,"Dura-Europos archival photograph, YUAG negative number 1938'4924~01 -object-id-6353.jpg"
6354,Clay Figurine,,Private Houses. Shops.,,1938.4922,1938'4923~01,"Dura-Europos archival photograph, YUAG negative number 1938'4923~01 -object-id-6354.jpg"
6367,Heads of 2 figurines,,Private Houses. Shops.,,1935.62a,1935'62b~01,"Dura-Europos archival photograph, YUAG negative number 1935'62b~01 -object-id-6367.jpg"
6368,Heads of 2 figurines,,Private Houses. Shops.,,1934.617e,1935'62a~01,"Dura-Europos archival photograph, YUAG negative number 1935'62a~01 -object-id-6368.jpg"
6569,Roman Lamp,,Private Houses. shops.,,1931.79,1932'1346~01,"Dura-Europos archival photograph, YUAG negative number 1932'1346~01 -object-id-6569.jpg"
7626,Tape Measure Holder (?),,Private Houses. Shops.,,1932.1266,1932'1615~01,"Dura-Europos archival photograph, YUAG negative number 1932'1615~01 -object-id-7626.jpg"
8557,Bronze Fibula,,Private Houses. Shops.,,1938.2056,1938'2057~01,"Dura-Europos archival photograph, YUAG negative number 1938'2057~01 -object-id-8557.jpg"
11912,Speckled Stone Fragment,,Private Houses. Shops.,,1932.1239,1932'1241~01,"Dura-Europos archival photograph, YUAG negative number 1932'1241~01 -object-id-11912.jpg"
14991,Bead in shape of clasped fist,,Private Houses. Shops.,,1935.33,1935'75~01,"Dura-Europos archival photograph, YUAG negative number 1935'75~01 -object-id-14991.jpg"
1072,bronze and iron objects,,private houses/shops,,,dam-121~01,"Dura-Europos archival photograph, YUAG negative number dam-121~01 -object-id-1072.jpg"
8691,small bronze objects,,private houses/shops,,,dam-118~01,"Dura-Europos archival photograph, YUAG negative number dam-118~01 -object-id-8691.jpg"
11109,bone objects,,private houses/shops,,,dam-148~01,"Dura-Europos archival photograph, YUAG negative number dam-148~01 -object-id-11109.jpg"
8833,bronze lamp and handles,,"private houses/shops (e128, e1379, e1416); private house (e364)",,,dam-120~01,"Dura-Europos archival photograph, YUAG negative number dam-120~01 -object-id-8833.jpg"
8515,small bronze objects,,"private houses/shops (k505, k245, k501, k302); Main Gate (Palmyrene Gate) (k175); Temple of Ar[temis?]? (i844)",,,dam-142~01,"Dura-Europos archival photograph, YUAG negative number dam-142~01 -object-id-8515.jpg"
256,small decorative bronzes,,"private houses/shops (k70, k426, Main Street - k598); Temple of Atargatis (k560, k600)",,,dam-144~01,"Dura-Europos archival photograph, YUAG negative number dam-144~01 -object-id-256.jpg"
11765,Green Glazed Altar,,private shop,,"a) 1932.1270, 1934.609c, 1933.325d, 1930.599, 1932.1265, 1933.326a",yale1332,"Dura-Europos archival photograph, YUAG negative number yale1332 -object-id-11765.jpg"
12520,Plaster Bas-Relief of Hercules,,"private shops, houses",,1932.1221,yale1451,"Dura-Europos archival photograph, YUAG negative number yale1451 -object-id-12520.jpg"
10560,lapis lazuli bead,,"Privaten Houses, Shops",,1938.4386,1938'4387~01,"Dura-Europos archival photograph, YUAG negative number 1938'4387~01 -object-id-10560.jpg"
12066,Sherd of commonware with inscription,,"Prviate Houses, Shops",,"1931.473 c, 1931.473 d",y277,"Dura-Europos archival photograph, YUAG negative number y277 -object-id-12066.jpg"
4194,Drain and basin on floor of R-28. Southwest.,,"R-28, Area West of St. Theodore",,,gerasa-a142~01 A-142,"Dura-Europos archival photograph, YUAG negative number gerasa-a142~01 A-142 -object-id-4194.jpg"
4193,"Foundation walls, R-8, etc. Southwest.",,"R-8, Area West of St. Theodore",,,gerasa-a37~01 A-37,"Dura-Europos archival photograph, YUAG negative number gerasa-a37~01 A-37 -object-id-4193.jpg"
