object_id,name,location_label,location_name,type,accession,negative_number,upload_fname
10904,Bronze Tube,,,,1938.3485,1938'3507~01,"Dura-Europos archival photograph, YUAG negative number 1938'3507~01 -object-id-10904.jpg"
10905,Bronze Piece of Helmet,,,,1938.3668f,1938'3668g~01,"Dura-Europos archival photograph, YUAG negative number 1938'3668g~01 -object-id-10905.jpg"
10906,"Bronze Object, Figurine Legs",,,,1938.3198,1938'3252~01,"Dura-Europos archival photograph, YUAG negative number 1938'3252~01 -object-id-10906.jpg"
10907,Bronze Spatula,,,,1938.2799,1938'2810~01,"Dura-Europos archival photograph, YUAG negative number 1938'2810~01 -object-id-10907.jpg"
10908,Bronze Ring,,,,1938.2658,1938'2659~01,"Dura-Europos archival photograph, YUAG negative number 1938'2659~01 -object-id-10908.jpg"
10913,Bronze Ring,,,,1938.2624,1938'2625~01,"Dura-Europos archival photograph, YUAG negative number 1938'2625~01 -object-id-10913.jpg"
10914,bronze ring,,,,1938.2594,1938'2641~01,"Dura-Europos archival photograph, YUAG negative number 1938'2641~01 -object-id-10914.jpg"
10915,Bronze Ring,,,,1938.2859,1938'3477~01,"Dura-Europos archival photograph, YUAG negative number 1938'3477~01 -object-id-10915.jpg"
10916,Bronze Ring,,,,1938.2616,1938'2617~01,"Dura-Europos archival photograph, YUAG negative number 1938'2617~01 -object-id-10916.jpg"
10917,Bronze Pendant,,,,1938.2177,1938'2178~01,"Dura-Europos archival photograph, YUAG negative number 1938'2178~01 -object-id-10917.jpg"
10918,bronze bracelet,,,,1938.2287,1938'2296~01,"Dura-Europos archival photograph, YUAG negative number 1938'2296~01 -object-id-10918.jpg"
10921,bronze shoe fastener,,,,1938.2417,1938'2425~01,"Dura-Europos archival photograph, YUAG negative number 1938'2425~01 -object-id-10921.jpg"
10922,bronze shoe fastener,,,,1938.2401,1938'2417~01,"Dura-Europos archival photograph, YUAG negative number 1938'2417~01 -object-id-10922.jpg"
10925,Bronze Armor,,,,1932.1625,1932'1657~01,"Dura-Europos archival photograph, YUAG negative number 1932'1657~01 -object-id-10925.jpg"
10926,Bronze Ring,,,,1938.2642,1938'2647~01,"Dura-Europos archival photograph, YUAG negative number 1938'2647~01 -object-id-10926.jpg"
10928,Bronze Buckle,,,,1938.2488,1938'2489~01,"Dura-Europos archival photograph, YUAG negative number 1938'2489~01 -object-id-10928.jpg"
10929,Bronze Ring,,,,1938.2178,1938'2333~01,"Dura-Europos archival photograph, YUAG negative number 1938'2333~01 -object-id-10929.jpg"
10930,bronze ring,,,,1938.2339,1938'2340~01,"Dura-Europos archival photograph, YUAG negative number 1938'2340~01 -object-id-10930.jpg"
10932,Bronze Ring,,,,1938.2617,1938'2618~01,"Dura-Europos archival photograph, YUAG negative number 1938'2618~01 -object-id-10932.jpg"
10933,Bronze Ring,,,,1932.1472a-b,1932'1473b~01,"Dura-Europos archival photograph, YUAG negative number 1932'1473b~01 -object-id-10933.jpg"
10934,Bronze Pin,,,,1938.2873,1938'2889~01,"Dura-Europos archival photograph, YUAG negative number 1938'2889~01 -object-id-10934.jpg"
10935,Bronze Tube,,,,1938.3363,1938'3373~01,"Dura-Europos archival photograph, YUAG negative number 1938'3373~01 -object-id-10935.jpg"
10936,Bronze Tack,,,,1938.3582,1938'3585~01,"Dura-Europos archival photograph, YUAG negative number 1938'3585~01 -object-id-10936.jpg"
10937,Bronze Bracelet,,,,1938.2295,1938'2298~01,"Dura-Europos archival photograph, YUAG negative number 1938'2298~01 -object-id-10937.jpg"
10938,bronze pendant,,,,1938.211,1938'2122~01,"Dura-Europos archival photograph, YUAG negative number 1938'2122~01 -object-id-10938.jpg"
10940,Bronze Ring,,,,1938.268,1938'2683~01,"Dura-Europos archival photograph, YUAG negative number 1938'2683~01 -object-id-10940.jpg"
10941,bronze bead,,,,1938.2503,1938'2504~01,"Dura-Europos archival photograph, YUAG negative number 1938'2504~01 -object-id-10941.jpg"
10943,bronze ring key,,,,1938.2327,1938'2332~01,"Dura-Europos archival photograph, YUAG negative number 1938'2332~01 -object-id-10943.jpg"
10944,bronze ring key,,,,1938.231,1938'2327~01,"Dura-Europos archival photograph, YUAG negative number 1938'2327~01 -object-id-10944.jpg"
10945,bone spoon,,,,1938.2296,1938'231~01,"Dura-Europos archival photograph, YUAG negative number 1938'231~01 -object-id-10945.jpg"
10947,Bronze Bracelet,,,,1938.286,1938'2861~01,"Dura-Europos archival photograph, YUAG negative number 1938'2861~01 -object-id-10947.jpg"
10948,Bronze Bracelet,,,,1938.2301,1938'2304~01,"Dura-Europos archival photograph, YUAG negative number 1938'2304~01 -object-id-10948.jpg"
10949,bronze bead,,,,1938.2506,1938'2509~01,"Dura-Europos archival photograph, YUAG negative number 1938'2509~01 -object-id-10949.jpg"
10950,Bronze Pendant,,,,1938.3062,1938'3068~01,"Dura-Europos archival photograph, YUAG negative number 1938'3068~01 -object-id-10950.jpg"
10953,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.2204,1938'2222~01,"Dura-Europos archival photograph, YUAG negative number 1938'2222~01 -object-id-10953.jpg"
10955,Bronze Hinge,,,,1938.3112,1938'3159~01,"Dura-Europos archival photograph, YUAG negative number 1938'3159~01 -object-id-10955.jpg"
10956,Bronze Disc,,,,1938.3523,1938'3541~01,"Dura-Europos archival photograph, YUAG negative number 1938'3541~01 -object-id-10956.jpg"
10957,pierced bronze phaleron,,,,1938.2169,1938'2170~01,"Dura-Europos archival photograph, YUAG negative number 1938'2170~01 -object-id-10957.jpg"
10958,Bronze Scabbard Chape,,,,1938.3115,1938'3116~01,"Dura-Europos archival photograph, YUAG negative number 1938'3116~01 -object-id-10958.jpg"
10959,Bronze Cauldron Fragment,,,,1938.3688,1938'3697~01,"Dura-Europos archival photograph, YUAG negative number 1938'3697~01 -object-id-10959.jpg"
10961,Ornamented Bronze Openwork Rosette,,,,1932.1422,1932'1483~01,"Dura-Europos archival photograph, YUAG negative number 1932'1483~01 -object-id-10961.jpg"
10962,Bronze Scales (10 scales),,,,1938.379,1938'3793~01,"Dura-Europos archival photograph, YUAG negative number 1938'3793~01 -object-id-10962.jpg"
10966,bronze enamelled pendant,,,,1938.2103,1938'2108~01,"Dura-Europos archival photograph, YUAG negative number 1938'2108~01 -object-id-10966.jpg"
10970,Bronze Ring,,,,1938.2635,1938'2637~01,"Dura-Europos archival photograph, YUAG negative number 1938'2637~01 -object-id-10970.jpg"
10971,Bronze Chain,,,,1938.371,1938'3711~01,"Dura-Europos archival photograph, YUAG negative number 1938'3711~01 -object-id-10971.jpg"
10972,Bronze Chain,,,,1938.3706,1938'3707~01,"Dura-Europos archival photograph, YUAG negative number 1938'3707~01 -object-id-10972.jpg"
10973,Bronze Needle,,,,1938.294,1938'2942~01,"Dura-Europos archival photograph, YUAG negative number 1938'2942~01 -object-id-10973.jpg"
10974,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.1011,1938'1700~01,"Dura-Europos archival photograph, YUAG negative number 1938'1700~01 -object-id-10974.jpg"
10977,odd-shaped wooden object,,,,1935.78,1935'81~01,"Dura-Europos archival photograph, YUAG negative number 1935'81~01 -object-id-10977.jpg"
10982,Dura Europos (Salahiyeh) Excavation Photo,,,,1934.708a,1935'5153~01,"Dura-Europos archival photograph, YUAG negative number 1935'5153~01 -object-id-10982.jpg"
10983,military ornament,,,,1934.701f,1934'708a~01,"Dura-Europos archival photograph, YUAG negative number 1934'708a~01 -object-id-10983.jpg"
10984,bodkin,,,,1934.701d,1934'701f~01,"Dura-Europos archival photograph, YUAG negative number 1934'701f~01 -object-id-10984.jpg"
10985,bodkin,,,,1934.647c,1934'701d~01,"Dura-Europos archival photograph, YUAG negative number 1934'701d~01 -object-id-10985.jpg"
10986,bronze key ring,,,,1934.646b,1934'647c~01,"Dura-Europos archival photograph, YUAG negative number 1934'647c~01 -object-id-10986.jpg"
10987,ring with incised inscription,,,,1934.641,1934'646b~01,"Dura-Europos archival photograph, YUAG negative number 1934'646b~01 -object-id-10987.jpg"
10988,silver ring,,,,1934.533g,1934'641~01,"Dura-Europos archival photograph, YUAG negative number 1934'641~01 -object-id-10988.jpg"
10989,bone button or counter,,,,1934.533d,1934'533g~01,"Dura-Europos archival photograph, YUAG negative number 1934'533g~01 -object-id-10989.jpg"
10990,bone button or counter,,,,1934.533b,1934'533d~01,"Dura-Europos archival photograph, YUAG negative number 1934'533d~01 -object-id-10990.jpg"
10991,bone button or counter,,,,1934.533a,1934'533b~01,"Dura-Europos archival photograph, YUAG negative number 1934'533b~01 -object-id-10991.jpg"
10992,bone button or counter,,,,1934.531b,1934'533a~91,"Dura-Europos archival photograph, YUAG negative number 1934'533a~91 -object-id-10992.jpg"
10995,carved bone pin head,,,,1934.516j,1934'516m~01,"Dura-Europos archival photograph, YUAG negative number 1934'516m~01 -object-id-10995.jpg"
10996,carved bone pin head,,,,1934.516g,1934'516j~01,"Dura-Europos archival photograph, YUAG negative number 1934'516j~01 -object-id-10996.jpg"
10997,carved bone pin head,,,,1934.516f,1934'516g~01,"Dura-Europos archival photograph, YUAG negative number 1934'516g~01 -object-id-10997.jpg"
10998,carved bone pin head,,,,1934.516d,1934'516f~01,"Dura-Europos archival photograph, YUAG negative number 1934'516f~01 -object-id-10998.jpg"
10999,carved bone pin head,,,,1934.516c,1934'516d~01,"Dura-Europos archival photograph, YUAG negative number 1934'516d~01 -object-id-10999.jpg"
11000,carved bone pin head,,,,1934'516l~01,1934'516c~01,"Dura-Europos archival photograph, YUAG negative number 1934'516c~01 -object-id-11000.jpg"
11001,carved bone pin head,,,,1934.516a,1934'516l~01,"Dura-Europos archival photograph, YUAG negative number 1934'516l~01 -object-id-11001.jpg"
11002,carved bone pin head,,,,1934.515,1934'516a~01,"Dura-Europos archival photograph, YUAG negative number 1934'516a~01 -object-id-11002.jpg"
11003,flower-headed bone pin,,,,1934.514b,1934'515~01,"Dura-Europos archival photograph, YUAG negative number 1934'515~01 -object-id-11003.jpg"
11004,bone spoon frag.,,,,1934.513b,1934'514b~01,"Dura-Europos archival photograph, YUAG negative number 1934'514b~01 -object-id-11004.jpg"
11005,bone spoon bowl,,,,1934.513a,1934'513b~01,"Dura-Europos archival photograph, YUAG negative number 1934'513b~01 -object-id-11005.jpg"
11006,bone spoon bowl,,,,1934.512,1934'513a~01,"Dura-Europos archival photograph, YUAG negative number 1934'513a~01 -object-id-11006.jpg"
11007,small bone spoon,,,,1934.511b,1934'512~01,"Dura-Europos archival photograph, YUAG negative number 1934'512~01 -object-id-11007.jpg"
11008,bone dice,,,,1934.511a,1934'511b~01,"Dura-Europos archival photograph, YUAG negative number 1934'511b~01 -object-id-11008.jpg"
11009,bone dice,,,,1934.510b,1934'511a~01,"Dura-Europos archival photograph, YUAG negative number 1934'511a~01 -object-id-11009.jpg"
11010,bone doll torso,,,,1934.509,1934'510b~01,"Dura-Europos archival photograph, YUAG negative number 1934'510b~01 -object-id-11010.jpg"
11011,bone doll head,,,,1934.509c,1934'509d~01,"Dura-Europos archival photograph, YUAG negative number 1934'509d~01 -object-id-11011.jpg"
11012,bone doll head,,,,1934.509b,1934'509c~01,"Dura-Europos archival photograph, YUAG negative number 1934'509c~01 -object-id-11012.jpg"
11013,bone doll head,,,,1934.509a,1934'509b~01,"Dura-Europos archival photograph, YUAG negative number 1934'509b~01 -object-id-11013.jpg"
11014,bone doll head,,,,1934.498,1934'509a~01,"Dura-Europos archival photograph, YUAG negative number 1934'509a~01 -object-id-11014.jpg"
11017,wax tablet frag.,,,,1934.493a,1934'493b~01,"Dura-Europos archival photograph, YUAG negative number 1934'493b~01 -object-id-11017.jpg"
11018,wax tablet frag.,,,,1934.490a,1934'493a~01,"Dura-Europos archival photograph, YUAG negative number 1934'493a~01 -object-id-11018.jpg"
11022,square block with circular well,,,,1934.433,1934'480~01,"Dura-Europos archival photograph, YUAG negative number 1934'480~01 -object-id-11022.jpg"
11023,Red Alexandrine Ware Fragment,,,,1933.729,1934'433~01,"Dura-Europos archival photograph, YUAG negative number 1934'433~01 -object-id-11023.jpg"
11024,wood or bone implement,,,,1933.727,1933'729~01,"Dura-Europos archival photograph, YUAG negative number 1933'729~01 -object-id-11024.jpg"
11025,wood or bone implement,,,,1933.687a,1933'727~01,"Dura-Europos archival photograph, YUAG negative number 1933'727~01 -object-id-11025.jpg"
11028,Bronze Ring Fragments with Engraved Sets,,,,1933.621.a-e,1933'621c~01,"Dura-Europos archival photograph, YUAG negative number 1933'621c~01 -object-id-11028.jpg"
11029,wooden box frag.,,,,1933.463a,1933'463b~01,"Dura-Europos archival photograph, YUAG negative number 1933'463b~01 -object-id-11029.jpg"
11030,wooden box frag.,,,,1933.453,1933'463a~01,"Dura-Europos archival photograph, YUAG negative number 1933'463a~01 -object-id-11030.jpg"
11034,Wooden stamp,,,,1933.436,1933'438~01,"Dura-Europos archival photograph, YUAG negative number 1933'438~01 -object-id-11034.jpg"
11040,bone spoon,,,,1933.419c,1933'421~01,"Dura-Europos archival photograph, YUAG negative number 1933'421~01 -object-id-11040.jpg"
11051,fibula,,,,1932.1713,1933'172~01,"Dura-Europos archival photograph, YUAG negative number 1933'172~01 -object-id-11051.jpg"
11057,"textile, mantle fragment",,,,1938.5631c,1938'5631a~01,"Dura-Europos archival photograph, YUAG negative number 1938'5631a~01 -object-id-11057.jpg"
11058,sandcore alabastron fragment,,,,1938.5999.427,1938'5999'428~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'428~01 -object-id-11058.jpg"
11064,Bronze Chain,,,,1938.3704b,1938'3705~01,"Dura-Europos archival photograph, YUAG negative number 1938'3705~01 -object-id-11064.jpg"
11066,Bronze Scales (3 scales),,,,1938.4089,1938'4090~01,"Dura-Europos archival photograph, YUAG negative number 1938'4090~01 -object-id-11066.jpg"
11072,Bronze Stud,,,,1938.3569,1938'3574~01,"Dura-Europos archival photograph, YUAG negative number 1938'3574~01 -object-id-11072.jpg"
11073,Bronze Lancet,,,,1938.3504,1938'3505~01,"Dura-Europos archival photograph, YUAG negative number 1938'3505~01 -object-id-11073.jpg"
11078,bead with incised dots,,,,1929.543g,1930'647~01,"Dura-Europos archival photograph, YUAG negative number 1930'647~01 -object-id-11078.jpg"
11079,black glaze ware frag.,,,,1929.543b,1929'543g~01,"Dura-Europos archival photograph, YUAG negative number 1929'543g~01 -object-id-11079.jpg"
11080,black glaze ware frag.,,,,1929.543a,1929'543b~01,"Dura-Europos archival photograph, YUAG negative number 1929'543b~01 -object-id-11080.jpg"
11081,black glaze ware frag.,,,,1929.526,1929'543a~01,"Dura-Europos archival photograph, YUAG negative number 1929'543a~01 -object-id-11081.jpg"
11082,stone ring,,,,1929.476,1929'513b~01,"Dura-Europos archival photograph, YUAG negative number 1929'513b~01 -object-id-11082.jpg"
11083,wax tablet frag.,,,,1929.428,1929'476~01,"Dura-Europos archival photograph, YUAG negative number 1929'476~01 -object-id-11083.jpg"
11084,hollow wooden tube,,,,1929.393,1929'428~01,"Dura-Europos archival photograph, YUAG negative number 1929'428~01 -object-id-11084.jpg"
11085,bead,,,,1929.390c,1929'393~01,"Dura-Europos archival photograph, YUAG negative number 1929'393~01 -object-id-11085.jpg"
11088,toilet instrument,,,,1929.317,1929'389~01,"Dura-Europos archival photograph, YUAG negative number 1929'389~01 -object-id-11088.jpg"
11089,Lamp,,,,,1929'317~01,"Dura-Europos archival photograph, YUAG negative number 1929'317~01 -object-id-11089.jpg"
11093,"green glazed pitchers, not from Dura",,,,,dam-165~01,"Dura-Europos archival photograph, YUAG negative number dam-165~01 -object-id-11093.jpg"
11094,"green glazed pottery, not from Dura",,,,,dam-164~01,"Dura-Europos archival photograph, YUAG negative number dam-164~01 -object-id-11094.jpg"
11095,"2 green glazed vases, one from Sabka",,,,,dam-163~01,"Dura-Europos archival photograph, YUAG negative number dam-163~01 -object-id-11095.jpg"
11096,"green glazed pottery, not from Dura",,,,,dam-162~01,"Dura-Europos archival photograph, YUAG negative number dam-162~01 -object-id-11096.jpg"
11124,Rectangular bronze plaque with head in relief,,,,1934.710c,1935'31~01,"Dura-Europos archival photograph, YUAG negative number 1935'31~01 -object-id-11124.jpg"
11125,Bronze lamp in form of Negro's head,,,,,y622a,"Dura-Europos archival photograph, YUAG negative number y622a -object-id-11125.jpg"
11128,linen cloth fragment,,,,1938.5627,1938'5627b~01,"Dura-Europos archival photograph, YUAG negative number 1938'5627b~01 -object-id-11128.jpg"
11129,linen cloth fragment,,,,1938.5622,1938'5622b~01,"Dura-Europos archival photograph, YUAG negative number 1938'5622b~01 -object-id-11129.jpg"
11130,millefiori glass fragment,,,,1934.589d,1934'589e~01,"Dura-Europos archival photograph, YUAG negative number 1934'589e~01 -object-id-11130.jpg"
11132,fragments of decorated stone slab,,,,,dam-129~01,"Dura-Europos archival photograph, YUAG negative number dam-129~01 -object-id-11132.jpg"
11135,"H2 Temple Atagartis Atagar, no. 1",,,,1938.5999.4646'127,1938.5999.4646'128,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'128 -object-id-11135.jpg"
11140,leather and reed shield,,,,,dam-122~01,"Dura-Europos archival photograph, YUAG negative number dam-122~01 -object-id-11140.jpg"
11142,Bronze Scales (5 scales),,,,1938.4107,1938'4109~01,"Dura-Europos archival photograph, YUAG negative number 1938'4109~01 -object-id-11142.jpg"
11144,Bronze Scales (1 scale),,,,1938.4102,1938'4104'1,"Dura-Europos archival photograph, YUAG negative number 1938'4104'1 -object-id-11144.jpg"
11154,stamped sherds and clay mould,,,,,dam-106~01,"Dura-Europos archival photograph, YUAG negative number dam-106~01 -object-id-11154.jpg"
